   1	   2	   0.1330606
   1	   3	   0.2245982
   2	   4	   0.3701410
   1	   5	   0.4687065
   1	   6	   0.3600337
   1	   7	   0.2305211
   1	   8	   0.3594562
   1	   9	   0.3752242
   1	  10	   0.2035760
   1	  11	   0.2787388
   1	  12	   0.2979232
   1	  13	   0.1727835
   1	  14	   0.2581626
   1	  15	   0.4317370
   1	  16	   0.2841361
   1	  17	   0.3410487
   1	  18	   0.3313317
   1	  19	   0.4577944
   1	  20	   0.4394728
   1	  21	   0.2130939
   1	  22	   0.3126995
   1	  23	   0.2722011
   1	  24	   0.2689843
   1	  25	   0.1448996
   1	  26	   0.2170329
   1	  27	   0.1842492
   1	  28	   0.3710743
   1	  29	   0.1982024
   1	  30	   0.4024872
   1	  31	   0.4591244
   1	  32	   0.1222616
   1	  34	   0.1848445
   1	  35	   0.3458271
   1	  36	   0.3116780
   1	  37	   0.3482194
   1	  39	   0.1913311
   1	  40	   0.1845566
   1	  41	   0.4675299
   1	  42	   0.4768920
   1	  44	   0.3947199
   1	  47	   0.4619470
   1	  48	   0.4848812
   1	  49	   0.4088006
   1	  50	   0.3340172
   1	  52	   0.2776792
   1	  53	   0.3220135
   1	  54	   0.3748240
   1	  56	   0.1432870
   1	  57	   0.2250340
   1	  58	   0.2543380
   1	  59	   0.2237393
   1	  61	   0.1244105
   1	  63	   0.4978023
   1	  66	   0.1962600
   1	  67	   0.4401050
   1	  69	   0.4438608
   1	  71	   0.3881206
   1	  72	   0.2464419
   1	  74	   0.1016116
   1	  76	   0.4567937
   1	  77	   0.3922261
   1	  79	   0.4918273
   1	  80	   0.3034903
   1	  81	   0.1208842
   1	  82	   0.4342017
   1	  84	   0.3948616
   1	  85	   0.2545869
   1	  87	   0.3584693
   1	  88	   0.2749465
   1	  90	   0.4047121
   1	  91	   0.2156951
   1	  92	   0.3075675
   1	  97	   0.1310297
   1	  98	   0.1202699
   2	   3	   0.3004684
   2	   4	   0.3968405
   2	   5	   0.4983536
   2	   6	   0.1205629
   2	   7	   0.2710709
   2	   8	   0.3917981
   2	   9	   0.4920428
   2	  10	   0.3635196
   2	  11	   0.2291062
   2	  12	   0.1183697
   2	  13	   0.2484620
   2	  14	   0.1401610
   2	  15	   0.1405146
   2	  16	   0.1738766
   2	  17	   0.1725032
   2	  18	   0.1856166
   2	  19	   0.2840486
   2	  20	   0.4797621
   2	  21	   0.3516223
   2	  22	   0.1368932
   2	  23	   0.1248605
   2	  24	   0.1555316
   2	  25	   0.1420116
   2	  26	   0.4136323
   2	  27	   0.3471270
   2	  28	   0.3117370
   2	  29	   0.3431617
   2	  30	   0.3853977
   2	  31	   0.3350042
   2	  32	   0.3159234
   2	  33	   0.1192269
   2	  34	   0.2119307
   2	  35	   0.2380578
   2	  36	   0.1802597
   2	  37	   0.4050872
   2	  40	   0.4184897
   2	  44	   0.2148880
   2	  47	   0.3336636
   2	  49	   0.3151342
   2	  51	   0.1540273
   2	  53	   0.2353106
   2	  54	   0.3858986
   2	  57	   0.2716165
   2	  60	   0.2038828
   2	  61	   0.2660209
   2	  62	   0.4297984
   2	  63	   0.4147863
   2	  64	   0.1492856
   2	  65	   0.4786052
   2	  68	   0.4296089
   2	  72	   0.3387655
   2	  76	   0.3980480
   2	  84	   0.3732295
   2	  87	   0.4225811
   2	  88	   0.2187924
   2	  96	   0.2418551
   3	   4	   0.1779154
   3	   5	   0.1451280
   3	   6	   0.2165476
   3	   7	   0.3160802
   3	   8	   0.3147162
   3	   9	   0.1104410
   3	  10	   0.1276693
   3	  11	   0.4726252
   3	  12	   0.3364991
   3	  13	   0.3189013
   3	  14	   0.4428935
   3	  15	   0.3967164
   3	  16	   0.3203897
   3	  17	   0.3285718
   3	  18	   0.4412705
   3	  19	   0.3145724
   3	  20	   0.4320289
   3	  21	   0.2872533
   3	  22	   0.3232240
   3	  23	   0.1349652
   3	  24	   0.2676953
   3	  25	   0.1505319
   3	  26	   0.3072916
   3	  27	   0.4555563
   3	  29	   0.2311466
   3	  30	   0.1690031
   3	  31	   0.2902921
   3	  32	   0.4148591
   3	  33	   0.4297993
   3	  34	   0.2851029
   3	  35	   0.1816300
   3	  37	   0.1112327
   3	  38	   0.4852703
   3	  39	   0.1604855
   3	  41	   0.2854787
   3	  42	   0.3401436
   3	  45	   0.2716137
   3	  46	   0.2414632
   3	  47	   0.2250178
   3	  48	   0.2634578
   3	  49	   0.4706536
   3	  51	   0.1831845
   3	  53	   0.4247701
   3	  55	   0.4355843
   3	  57	   0.3534052
   3	  58	   0.1464520
   3	  59	   0.2949266
   3	  60	   0.4415509
   3	  63	   0.1184192
   3	  64	   0.1488162
   3	  66	   0.2871919
   3	  71	   0.3979336
   3	  74	   0.3185855
   3	  79	   0.4011693
   3	  84	   0.1256053
   3	  85	   0.1962460
   3	  86	   0.2894519
   3	  88	   0.4218351
   3	  92	   0.4387085
   3	  94	   0.1770340
   3	  95	   0.3666465
   3	  96	   0.2280872
   3	  97	   0.4024790
   3	  98	   0.3136464
   3	  99	   0.3488069
   4	   5	   0.3349512
   4	   6	   0.1669597
   4	   7	   0.1678734
   4	   8	   0.2068568
   4	   9	   0.4331052
   4	  10	   0.4223767
   4	  11	   0.2361272
   4	  12	   0.1999385
   4	  13	   0.4724206
   4	  14	   0.1663778
   4	  15	   0.1230456
   4	  16	   0.1806002
   4	  17	   0.2769070
   4	  18	   0.2455708
   4	  19	   0.3539533
   4	  20	   0.1057289
   4	  21	   0.2308816
   4	  22	   0.1464431
   4	  23	   0.1226842
   4	  24	   0.2976424
   4	  25	   0.3349161
   4	  26	   0.4953617
   4	  27	   0.1522843
   4	  28	   0.1400492
   4	  29	   0.2972715
   4	  30	   0.3122876
   4	  31	   0.4601799
   4	  32	   0.1897029
   4	  33	   0.2359698
   4	  34	   0.4277140
   4	  35	   0.1294693
   4	  36	   0.1543782
   4	  38	   0.3384994
   4	  39	   0.3546212
   4	  40	   0.3801275
   4	  42	   0.4450113
   4	  43	   0.2512684
   4	  44	   0.1449204
   4	  45	   0.1183666
   4	  48	   0.1496000
   4	  50	   0.3584915
   4	  54	   0.1508379
   4	  57	   0.1459436
   4	  58	   0.4385767
   4	  59	   0.3626834
   4	  63	   0.3509516
   4	  65	   0.2481148
   4	  66	   0.2283394
   4	  68	   0.3690968
   4	  69	   0.1577861
   4	  70	   0.3830609
   4	  71	   0.4738569
   4	  72	   0.1344054
   4	  73	   0.2776142
   4	  74	   0.3084855
   4	  77	   0.3736394
   4	  80	   0.1351278
   4	  85	   0.1467529
   4	  86	   0.4780391
   4	  88	   0.3285242
   4	  96	   0.1658543
   4	  97	   0.1534810
   5	   6	   0.3362115
   5	   7	   0.3351971
   5	   8	   0.2139267
   5	   9	   0.3182220
   5	  10	   0.3254803
   5	  11	   0.2404919
   5	  12	   0.2664570
   5	  13	   0.1036244
   5	  14	   0.2292841
   5	  15	   0.3962287
   5	  16	   0.2734937
   5	  17	   0.1366812
   5	  18	   0.2192158
   5	  19	   0.2546208
   5	  20	   0.3689788
   5	  21	   0.1680818
